,,,שנה קבלת אירוע,Total,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2017,2017,2017
מועצה  מקומית או עירייה או מועצה אזורית,נושא ארוע,סוג אירוע,רבעון קבלת אירוע,,Total,Q1,Q2,Q3,Q4,Total,Q1,Q2,Q3,Q4,Total,Q1,Q2
אלקנה,תנועה,הסגת גבול - חניה פרטית,,$,-,-,-,-,-,-,-,-,-,-,$,$,-
אלקנה,תנועה,חסימת מעבר,,29,$,$,$,-,-,19,$,$,5,9,6,$,$
אלקנה,תנועה,רכב חונה באיסור,,18,9,$,$,$,$,5,$,-,$,$,$,$,-
אלקנה,איכות חיים,Total,,30,11,$,$,6,$,10,$,$,$,$,9,5,$
אלקנה,איכות חיים,גרימת רעש מבית,,15,5,$,$,$,-,$,$,$,$,-,7,$,$
אלקנה,איכות חיים,גרימת רעש ממקום ציבורי,,15,6,$,$,$,$,7,$,$,$,$,$,$,-
אלקנה,סדר ציבורי,Total,,$,$,-,-,-,$,$,-,$,-,-,-,-,-
אלקנה,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,$,$,-,-,-,$,$,-,$,-,-,-,-,-
אלקנה,אלימות,Total,,8,$,$,-,$,$,$,-,$,$,-,$,$,$
אלקנה,אלימות,סכסוך - שכנים,,$,-,-,-,-,-,$,-,$,$,-,$,$,$
אלקנה,אלימות,סכסוך שכנים עסקי,,$,$,$,-,$,$,-,-,-,-,-,-,-,-
אעבלין,Total,,,134,44,6,15,14,9,65,12,19,23,11,25,16,9
אעבלין,תנועה,Total,,39,10,$,$,$,$,19,5,6,$,$,10,7,$
אעבלין,תנועה,הסגת גבול - חניה פרטית,,$,-,-,-,-,-,$,-,-,$,$,-,-,-
אעבלין,תנועה,חסימת מעבר,,34,9,$,$,$,$,16,5,6,$,$,9,7,$
אעבלין,תנועה,רכב חונה באיסור,,$,$,-,-,$,-,-,-,-,-,-,$,-,$
אעבלין,איכות חיים,Total,,43,12,$,5,$,$,27,$,$,16,6,$,-,$
אעבלין,איכות חיים,גרימת רעש מבית,,10,$,-,-,$,$,6,-,$,$,$,$,-,$
אעבלין,איכות חיים,גרימת רעש ממקום ציבורי,,33,9,$,5,$,$,21,$,$,13,$,$,-,$
אעבלין,סדר ציבורי,Total,,36,17,$,$,9,$,11,$,5,$,$,8,6,$
אעבלין,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,36,17,$,$,9,$,11,$,5,$,$,8,6,$
אעבלין,אלימות,Total,,14,5,$,$,-,$,8,$,$,$,-,$,$,-
אעבלין,אלימות,סכסוך - שכנים,,5,-,-,-,-,-,$,-,$,$,-,$,$,-
אעבלין,אלימות,סכסוך שכנים עסקי,,9,5,$,$,-,$,$,$,$,-,-,-,-,-
אעבלין,סמים ואלכוהול,Total,,$,-,-,-,-,-,-,-,-,-,-,$,$,-
אעבלין,סמים ואלכוהול,שכרות,,$,-,-,-,-,-,-,-,-,-,-,$,$,-
אפרתה,Total,,,263,110,21,30,37,22,116,20,34,34,28,37,23,14
אפרתה,תנועה,Total,,134,55,14,15,14,12,58,11,12,18,17,21,13,8
אפרתה,תנועה,הסגת גבול - חניה פרטית,,10,-,-,-,-,-,7,-,$,$,5,$,$,-
אפרתה,תנועה,חסימת מעבר,,85,41,11,10,10,10,34,9,6,13,6,10,6,$
אפרתה,תנועה,רכב חונה באיסור,,39,14,$,5,$,$,17,$,5,$,6,8,$,$
אפרתה,איכות חיים,Total,,76,38,$,10,21,6,32,$,11,10,8,6,5,$
אפרתה,איכות חיים,גרימת רעש מבית,,12,6,-,$,$,$,$,-,$,$,$,$,$,-
אפרתה,איכות חיים,גרימת רעש ממקום ציבורי,,60,30,$,7,19,$,27,$,9,9,6,$,$,$
אפרתה,איכות חיים,גרימת רעש מעסק,,$,$,-,-,-,$,$,-,$,-,$,-,-,-
אפרתה,סדר ציבורי,Total,,27,7,$,$,$,$,14,5,$,$,$,6,$,$
אפרתה,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,27,7,$,$,$,$,14,5,$,$,$,6,$,$
אפרתה,אלימות,Total,,21,8,$,-,$,$,12,$,8,$,-,$,-,$
אפרתה,אלימות,סכסוך - שכנים,,11,-,-,-,-,-,10,-,7,$,-,$,-,$
אפרתה,אלימות,סכסוך שכנים עסקי,,10,8,$,-,$,$,$,$,$,-,-,-,-,-
אפרתה,סמים ואלכוהול,Total,,5,$,$,$,-,-,-,-,-,-,-,$,$,$
אפרתה,סמים ואלכוהול,שכרות,,5,$,$,$,-,-,-,-,-,-,-,$,$,$
אריאל,Total,,,3385,1452,267,431,388,366,1472,273,378,373,448,461,264,197
אריאל,תנועה,Total,,1569,594,143,160,98,193,734,151,168,135,280,241,150,91
אריאל,תנועה,הסגת גבול - חניה פרטית,,198,-,-,-,-,-,128,-,26,29,73,70,42,28
אריאל,תנועה,חסימת מעבר,,999,417,96,116,66,139,441,106,99,77,159,141,87,54
אריאל,תנועה,רכב חונה באיסור,,372,177,47,44,32,54,165,45,43,29,48,30,21,9
אריאל,איכות חיים,Total,,1461,722,95,247,248,132,592,89,168,202,133,147,66,81
אריאל,איכות חיים,גרימת רעש מבית,,909,419,72,138,122,87,382,64,114,114,90,108,53,55
אריאל,איכות חיים,גרימת רעש ממקום ציבורי,,531,295,22,106,124,43,200,24,53,82,41,36,12,24
אריאל,איכות חיים,גרימת רעש מעסק,,21,8,$,$,$,$,10,$,$,6,$,$,$,$
אריאל,סדר ציבורי,Total,,135,46,11,7,16,12,61,16,18,11,16,28,22,6
אריאל,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,135,46,11,7,16,12,61,16,18,11,16,28,22,6
אריאל,אלימות,Total,,157,67,14,11,16,26,55,12,14,16,13,35,19,16
אריאל,אלימות,סכסוך - שכנים,,74,-,-,-,-,-,39,-,10,16,13,35,19,16
אריאל,אלימות,סכסוך שכנים עסקי,,83,67,14,11,16,26,16,12,$,-,-,-,-,-
אריאל,סמים ואלכוהול,Total,,63,23,$,6,10,$,30,5,10,9,6,10,7,$
אריאל,סמים ואלכוהול,שכרות,,63,23,$,6,10,$,30,5,10,9,6,10,7,$
אשדוד,Total,,,52236,22821,5087,6398,6323,5013,21627,4451,5874,5694,5608,7788,4646,3142
אשדוד,תנועה,Total,,29665,12433,3228,3330,3275,2600,12367,2677,3165,3303,3222,4865,3052,1813
אשדוד,תנועה,הסגת גבול - חניה פרטית,,2170,-,-,-,-,-,1448,-,433,473,542,722,462,260
אשדוד,תנועה,חסימת מעבר,,19132,7515,1840,1806,1914,1955,8373,2042,2132,2145,2054,3244,2044,1200
אשדוד,תנועה,רכב חונה באיסור,,8363,4918,1388,1524,1361,645,2546,635,600,685,626,899,546,353
אשדוד,איכות חיים,Total,,14324,6607,1049,2167,1915,1476,5999,981,1838,1498,1682,1718,839,879
אשדוד,איכות חיים,גרימת רעש מבית,,6699,2959,652,948,713,646,2787,573,852,633,729,953,529,424
אשדוד,איכות חיים,גרימת רעש מבית תפילה,,24,-,-,-,-,-,-,-,-,-,-,24,16,8
אשדוד,איכות חיים,גרימת רעש ממקום ציבורי,,7047,3428,354,1135,1147,792,2959,365,909,802,883,660,239,421
אשדוד,איכות חיים,גרימת רעש מעסק,,554,220,43,84,55,38,253,43,77,63,70,81,55,26
אשדוד,סדר ציבורי,Total,,5194,2223,468,531,669,555,2107,412,568,631,496,864,549,315
אשדוד,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,5194,2223,468,531,669,555,2107,412,568,631,496,864,549,315
אשדוד,אלימות,Total,,2391,1313,297,304,391,321,884,311,224,196,153,194,123,71
אשדוד,אלימות,סכסוך - שכנים,,721,-,-,-,-,-,527,-,178,196,153,194,123,71
אשדוד,אלימות,סכסוך שכנים עסקי,,1670,1313,297,304,391,321,357,311,46,-,-,-,-,-
אשדוד,סמים ואלכוהול,Total,,662,245,45,66,73,61,270,70,79,66,55,147,83,64
אשדוד,סמים ואלכוהול,שכרות,,662,245,45,66,73,61,270,70,79,66,55,147,83,64
אשקלון,Total,,,43739,19247,4217,5468,5304,4258,17963,3642,4844,4827,4650,6529,3972,2557
אשקלון,תנועה,Total,,23237,9857,2518,2670,2536,2133,9528,2040,2385,2638,2465,3852,2506,1346
אשקלון,תנועה,הסגת גבול - חניה פרטית,,1379,-,-,-,-,-,911,-,271,335,305,468,314,154
אשקלון,תנועה,חסימת מעבר,,14977,6016,1404,1520,1452,1640,6400,1518,1577,1691,1614,2561,1637,924
אשקלון,תנועה,רכב חונה באיסור,,6881,3841,1114,1150,1084,493,2217,522,537,612,546,823,555,268
אשקלון,איכות חיים,Total,,13679,6245,1043,1997,1848,1357,5783,935,1774,1518,1556,1651,777,874
אשקלון,איכות חיים,גרימת רעש מבית,,6983,3025,638,1008,709,670,3002,608,909,702,783,956,516,440
אשקלון,איכות חיים,גרימת רעש מבית תפילה,,11,-,-,-,-,-,-,-,-,-,-,11,7,$
אשקלון,איכות חיים,גרימת רעש ממקום ציבורי,,6130,2951,353,904,1069,625,2570,294,797,752,727,609,215,394
אשקלון,איכות חיים,גרימת רעש מעסק,,555,269,52,85,70,62,211,33,68,64,46,75,39,36
אשקלון,סדר ציבורי,Total,,3929,1818,384,453,546,435,1505,314,399,421,371,606,404,202
אשקלון,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,3929,1818,384,453,546,435,1505,314,399,421,371,606,404,202
אשקלון,אלימות,Total,,2340,1125,239,282,324,280,916,304,217,198,197,299,208,91
אשקלון,אלימות,סכסוך - שכנים,,859,-,-,-,-,-,560,-,165,198,197,299,208,91
אשקלון,אלימות,סכסוך שכנים עסקי,,1481,1125,239,282,324,280,356,304,52,-,-,-,-,-
אשקלון,סמים ואלכוהול,Total,,554,202,33,66,50,53,231,49,69,52,61,121,77,44
אשקלון,סמים ואלכוהול,שכרות,,554,202,33,66,50,53,231,49,69,52,61,121,77,44
באקה-ג'ת,Total,,,1036,249,42,74,72,61,475,54,73,141,207,312,219,93
באקה-ג'ת,תנועה,Total,,348,129,30,31,32,36,161,36,36,40,49,58,40,18
באקה-ג'ת,תנועה,הסגת גבול - חניה פרטית,,43,-,-,-,-,-,9,-,$,6,$,34,26,8
באקה-ג'ת,תנועה,חסימת מעבר,,244,97,21,23,23,30,124,27,29,30,38,23,14,9
באקה-ג'ת,תנועה,רכב חונה באיסור,,61,32,9,8,9,6,28,9,6,$,9,$,-,$
באקה-ג'ת,איכות חיים,Total,,480,35,$,15,11,6,227,7,21,68,131,218,153,65
באקה-ג'ת,איכות חיים,גרימת רעש מבית,,54,13,-,5,5,$,30,$,7,9,11,11,6,5
באקה-ג'ת,איכות חיים,גרימת רעש ממקום ציבורי,,409,17,$,7,5,$,185,$,7,57,118,207,147,60
באקה-ג'ת,איכות חיים,גרימת רעש מעסק,,17,5,$,$,$,-,12,$,7,$,$,-,-,-
באקה-ג'ת,סדר ציבורי,Total,,105,38,$,12,15,8,44,7,7,16,14,23,17,6
באקה-ג'ת,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,105,38,$,12,15,8,44,7,7,16,14,23,17,6
באקה-ג'ת,אלימות,Total,,78,45,$,16,14,11,23,$,8,6,5,10,7,$
באקה-ג'ת,אלימות,סכסוך - שכנים,,27,-,-,-,-,-,17,-,6,6,5,10,7,$
באקה-ג'ת,אלימות,סכסוך שכנים עסקי,,51,45,$,16,14,11,6,$,$,-,-,-,-,-
באקה-ג'ת,סמים ואלכוהול,Total,,25,$,$,-,-,-,20,-,$,11,8,$,$,$
באקה-ג'ת,סמים ואלכוהול,שכרות,,25,$,$,-,-,-,20,-,$,11,8,$,$,$
באקה אל-גרביה,Total,,,33,-,-,-,-,-,-,-,-,-,-,33,-,33
באקה אל-גרביה,תנועה,Total,,7,-,-,-,-,-,-,-,-,-,-,7,-,7
באקה אל-גרביה,תנועה,הסגת גבול - חניה פרטית,,$,-,-,-,-,-,-,-,-,-,-,$,-,$
באקה אל-גרביה,תנועה,חסימת מעבר,,$,-,-,-,-,-,-,-,-,-,-,$,-,$
באקה אל-גרביה,תנועה,רכב חונה באיסור,,$,-,-,-,-,-,-,-,-,-,-,$,-,$
באקה אל-גרביה,איכות חיים,Total,,20,-,-,-,-,-,-,-,-,-,-,20,-,20
באקה אל-גרביה,איכות חיים,גרימת רעש ממקום ציבורי,,20,-,-,-,-,-,-,-,-,-,-,20,-,20
באקה אל-גרביה,סדר ציבורי,Total,,$,-,-,-,-,-,-,-,-,-,-,$,-,$
באקה אל-גרביה,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,$,-,-,-,-,-,-,-,-,-,-,$,-,$
באקה אל-גרביה,אלימות,Total,,$,-,-,-,-,-,-,-,-,-,-,$,-,$
באקה אל-גרביה,אלימות,סכסוך - שכנים,,$,-,-,-,-,-,-,-,-,-,-,$,-,$
באקה אל-גרביה,סמים ואלכוהול,Total,,$,-,-,-,-,-,-,-,-,-,-,$,-,$
באקה אל-גרביה,סמים ואלכוהול,שכרות,,$,-,-,-,-,-,-,-,-,-,-,$,-,$
באר יעקב,Total,,,8514,2861,650,743,755,713,3939,746,974,1068,1151,1714,991,723
באר יעקב,תנועה,Total,,5159,1614,433,350,383,448,2434,504,536,676,718,1111,710,401
באר יעקב,תנועה,הסגת גבול - חניה פרטית,,521,-,-,-,-,-,348,-,80,129,139,173,111,62
באר יעקב,תנועה,חסימת מעבר,,3405,1135,302,259,266,308,1545,363,335,409,438,725,467,258
באר יעקב,תנועה,רכב חונה באיסור,,1233,479,131,91,117,140,541,141,121,138,141,213,132,81
באר יעקב,איכות חיים,Total,,2586,931,138,316,290,187,1178,168,359,298,353,477,209,268
באר יעקב,איכות חיים,גרימת רעש מבית,,1522,581,111,179,163,128,664,114,206,153,191,277,129,148
באר יעקב,איכות חיים,גרימת רעש מבית תפילה,,7,-,-,-,-,-,-,-,-,-,-,7,$,$
באר יעקב,איכות חיים,גרימת רעש ממקום ציבורי,,1005,340,27,133,125,55,480,48,138,139,155,185,74,111
באר יעקב,איכות חיים,גרימת רעש מעסק,,52,10,-,$,$,$,34,6,15,6,7,8,$,6
באר יעקב,סדר ציבורי,Total,,517,195,48,56,45,46,237,44,56,84,53,85,53,32
באר יעקב,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,517,195,48,56,45,46,237,44,56,84,53,85,53,32
באר יעקב,אלימות,Total,,186,100,29,17,26,28,64,24,17,6,17,22,7,15
באר יעקב,אלימות,סכסוך - שכנים,,59,-,-,-,-,-,37,-,14,6,17,22,7,15
באר יעקב,אלימות,סכסוך שכנים עסקי,,127,100,29,17,26,28,27,24,$,-,-,-,-,-
באר יעקב,סמים ואלכוהול,Total,,66,21,$,$,11,$,26,6,6,$,10,19,12,7
באר יעקב,סמים ואלכוהול,שכרות,,66,21,$,$,11,$,26,6,6,$,10,19,12,7
באר שבע,Total,,,69523,30229,6068,8505,8481,7175,28884,5821,7914,7667,7482,10410,6199,4211
באר שבע,תנועה,Total,,26367,10557,2528,2755,2644,2630,11128,2572,2748,2772,3036,4682,3043,1639
באר שבע,תנועה,הסגת גבול - חניה פרטית,,1322,-,-,-,-,-,828,-,258,256,314,494,307,187
באר שבע,תנועה,חסימת מעבר,,17265,6627,1459,1597,1621,1950,7491,1843,1809,1777,2062,3147,2031,1116
באר שבע,תנועה,רכב חונה באיסור,,7780,3930,1069,1158,1023,680,2809,729,681,739,660,1041,705,336
באר שבע,איכות חיים,Total,,29984,13852,2300,4204,4197,3151,12548,2090,3818,3496,3144,3584,1835,1749
באר שבע,איכות חיים,גרימת רעש מבית,,16330,7601,1587,2421,1879,1714,6578,1362,1965,1509,1742,2151,1193,958
באר שבע,איכות חיים,גרימת רעש מבית תפילה,,15,-,-,-,-,-,-,-,-,-,-,15,9,6
באר שבע,איכות חיים,גרימת רעש ממקום ציבורי,,11711,5434,569,1601,2114,1150,5184,568,1619,1800,1197,1093,442,651
באר שבע,איכות חיים,גרימת רעש מעסק,,1928,817,144,182,204,287,786,160,234,187,205,325,191,134
באר שבע,סדר ציבורי,Total,,8452,3571,766,950,988,867,3377,635,886,937,919,1504,932,572
באר שבע,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,8452,3571,766,950,988,867,3377,635,886,937,919,1504,932,572
באר שבע,אלימות,Total,,3745,1927,415,502,553,457,1423,454,348,348,273,395,233,162
באר שבע,אלימות,סכסוך - שכנים,,1296,-,-,-,-,-,901,-,280,348,273,395,233,162
באר שבע,אלימות,סכסוך שכנים עסקי,,2449,1927,415,502,553,457,522,454,68,-,-,-,-,-
באר שבע,סמים ואלכוהול,Total,,975,322,59,94,99,70,408,70,114,114,110,245,156,89
באר שבע,סמים ואלכוהול,שכרות,,975,322,59,94,99,70,408,70,114,114,110,245,156,89
בועיינה-נוג'ידאת,Total,,,140,44,8,9,14,13,76,14,22,24,16,20,11,9
בועיינה-נוג'ידאת,תנועה,Total,,48,13,$,$,$,5,23,$,6,9,$,12,6,6
בועיינה-נוג'ידאת,תנועה,הסגת גבול - חניה פרטית,,5,-,-,-,-,-,$,-,$,-,-,$,$,$
בועיינה-נוג'ידאת,תנועה,חסימת מעבר,,40,12,$,$,$,5,21,$,5,8,$,7,$,$
בועיינה-נוג'ידאת,תנועה,רכב חונה באיסור,,$,$,$,-,-,-,$,-,-,$,-,$,$,-
בועיינה-נוג'ידאת,איכות חיים,Total,,26,7,-,$,5,$,16,$,$,9,$,$,$,$
בועיינה-נוג'ידאת,איכות חיים,גרימת רעש מבית,,5,$,-,$,-,-,$,$,-,$,$,$,$,-
בועיינה-נוג'ידאת,איכות חיים,גרימת רעש ממקום ציבורי,,19,$,-,-,$,-,13,-,$,8,$,$,-,$
בועיינה-נוג'ידאת,איכות חיים,גרימת רעש מעסק,,$,$,-,-,$,$,-,-,-,-,-,-,-,-
בועיינה-נוג'ידאת,סדר ציבורי,Total,,38,15,$,$,$,6,20,5,7,$,$,$,$,-
בועיינה-נוג'ידאת,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,38,15,$,$,$,6,20,5,7,$,$,$,$,-
בועיינה-נוג'ידאת,אלימות,Total,,25,9,$,$,$,$,14,$,5,$,$,$,$,$
בועיינה-נוג'ידאת,אלימות,סכסוך - שכנים,,12,-,-,-,-,-,10,-,5,$,$,$,$,$
בועיינה-נוג'ידאת,אלימות,סכסוך שכנים עסקי,,13,9,$,$,$,$,$,$,-,-,-,-,-,-
בועיינה-נוג'ידאת,סמים ואלכוהול,Total,,$,-,-,-,-,-,$,-,-,-,$,-,-,-
בועיינה-נוג'ידאת,סמים ואלכוהול,שכרות,,$,-,-,-,-,-,$,-,-,-,$,-,-,-
בוקעאתא,Total,,,40,16,$,$,6,$,20,$,7,6,$,$,$,$
בוקעאתא,תנועה,Total,,8,$,$,$,-,-,$,$,$,-,$,$,-,$
בוקעאתא,תנועה,חסימת מעבר,,7,$,$,$,-,-,$,$,$,-,$,$,-,$
בוקעאתא,תנועה,רכב חונה באיסור,,$,-,-,-,-,-,$,-,$,-,-,-,-,-
בוקעאתא,איכות חיים,Total,,6,$,-,-,$,$,$,$,$,-,-,-,-,-
בוקעאתא,איכות חיים,גרימת רעש ממקום ציבורי,,5,$,-,-,$,$,$,-,$,-,-,-,-,-
בוקעאתא,איכות חיים,גרימת רעש מעסק,,$,-,-,-,-,-,$,$,-,-,-,-,-,-
בוקעאתא,סדר ציבורי,Total,,8,$,-,$,$,-,$,-,$,-,$,$,$,-
בוקעאתא,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,8,$,-,$,$,-,$,-,$,-,$,$,$,-
בוקעאתא,אלימות,Total,,16,6,$,-,$,$,8,$,-,6,-,$,$,$
בוקעאתא,אלימות,סכסוך - שכנים,,8,-,-,-,-,-,6,-,-,6,-,$,$,$
בוקעאתא,אלימות,סכסוך שכנים עסקי,,8,6,$,-,$,$,$,$,-,-,-,-,-,-
בוקעאתא,סמים ואלכוהול,Total,,$,$,$,-,-,$,-,-,-,-,-,-,-,-
בוקעאתא,סמים ואלכוהול,שכרות,,$,$,$,-,-,$,-,-,-,-,-,-,-,-
ביר אל-מכסור,Total,,,106,48,9,17,12,10,44,11,7,15,11,14,6,8
ביר אל-מכסור,תנועה,Total,,18,9,$,$,$,$,7,$,-,$,5,$,$,$
ביר אל-מכסור,תנועה,חסימת מעבר,,14,8,$,$,$,-,$,$,-,-,$,$,$,$
ביר אל-מכסור,תנועה,רכב חונה באיסור,,$,$,-,-,-,$,$,-,-,$,$,-,-,-
ביר אל-מכסור,איכות חיים,Total,,31,16,$,9,$,$,13,$,$,6,$,$,$,$
ביר אל-מכסור,איכות חיים,גרימת רעש מבית,,$,-,-,-,-,-,$,-,-,$,-,-,-,-
ביר אל-מכסור,איכות חיים,גרימת רעש ממקום ציבורי,,29,16,$,9,$,$,11,$,$,$,$,$,$,$
ביר אל-מכסור,סדר ציבורי,Total,,38,14,$,$,$,$,16,5,$,6,$,8,$,5
ביר אל-מכסור,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,38,14,$,$,$,$,16,5,$,6,$,8,$,5
ביר אל-מכסור,אלימות,Total,,17,9,$,$,$,$,6,$,$,$,$,$,$,$
ביר אל-מכסור,אלימות,סכסוך - שכנים,,5,-,-,-,-,-,$,-,$,$,$,$,$,$
ביר אל-מכסור,אלימות,סכסוך שכנים עסקי,,12,9,$,$,$,$,$,$,$,-,-,-,-,-
ביר אל-מכסור,סמים ואלכוהול,Total,,$,-,-,-,-,-,$,$,-,$,-,-,-,-
ביר אל-מכסור,סמים ואלכוהול,שכרות,,$,-,-,-,-,-,$,$,-,$,-,-,-,-
בית אל,Total,,,147,78,15,21,30,12,47,7,9,16,15,22,11,11
בית אל,תנועה,Total,,50,29,9,8,7,5,12,$,$,$,5,9,$,5
בית אל,תנועה,חסימת מעבר,,36,20,5,7,5,$,9,$,$,$,$,7,$,$
בית אל,תנועה,רכב חונה באיסור,,14,9,$,$,$,$,$,$,$,-,$,$,-,$
בית אל,איכות חיים,Total,,76,43,$,13,21,6,29,$,6,13,8,$,$,$
בית אל,איכות חיים,גרימת רעש מבית,,19,10,$,$,$,$,9,$,$,$,$,-,-,-
בית אל,איכות חיים,גרימת רעש ממקום ציבורי,,56,32,$,8,17,5,20,$,5,9,5,$,$,$
בית אל,איכות חיים,גרימת רעש מעסק,,$,$,-,$,-,-,-,-,-,-,-,-,-,-
בית אל,סדר ציבורי,Total,,10,$,$,-,$,-,$,$,$,-,-,$,$,$
בית אל,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,10,$,$,-,$,-,$,$,$,-,-,$,$,$
בית אל,אלימות,Total,,9,$,-,-,$,$,$,$,-,-,$,$,$,$
בית אל,אלימות,סכסוך - שכנים,,6,-,-,-,-,-,$,-,-,-,$,$,$,$
בית אל,אלימות,סכסוך שכנים עסקי,,$,$,-,-,$,$,$,$,-,-,-,-,-,-
בית אל,סמים ואלכוהול,Total,,$,-,-,-,-,-,$,-,-,$,-,$,$,-
בית אל,סמים ואלכוהול,שכרות,,$,-,-,-,-,-,$,-,-,$,-,$,$,-
בית אריה,Total,,,288,136,16,34,52,34,94,23,22,15,34,58,28,30
בית אריה,תנועה,Total,,47,24,$,11,7,$,13,-,$,$,5,10,5,5
בית אריה,תנועה,הסגת גבול - חניה פרטית,,$,-,-,-,-,-,$,-,-,-,$,-,-,-
בית אריה,תנועה,חסימת מעבר,,34,17,$,8,5,$,9,-,$,$,$,8,$,$
בית אריה,תנועה,רכב חונה באיסור,,11,7,-,$,$,$,$,-,-,$,$,$,$,$
בית אריה,איכות חיים,Total,,198,89,12,19,34,24,70,21,17,9,23,39,17,22
בית אריה,איכות חיים,גרימת רעש מבית,,149,66,9,14,22,21,52,17,12,7,16,31,15,16
בית אריה,איכות חיים,גרימת רעש ממקום ציבורי,,49,23,$,5,12,$,18,$,5,$,7,8,$,6
בית אריה,סדר ציבורי,Total,,24,14,$,$,7,$,7,$,-,$,$,$,$,$
בית אריה,סדר ציבורי,"אדם/חנ""ש/נרקומן משתולל",,24,14,$,$,7,$,7,$,-,$,$,$,$,$
בית אריה,אלימות,Total,,14,8,-,$,$,$,$,-,$,-,$,$,$,-
בית אריה,אלימות,סכסוך - שכנים,,6,-,-,-,-,-,$,-,$,-,$,$,$,-
בית אריה,אלימות,סכסוך שכנים עסקי,,8,8,-,$,$,$,-,-,-,-,-,-,-,-
בית אריה,סמים ואלכוהול,Total,,5,$,$,-,-,-,$,$,-,-,$,$,-,$
בית אריה,סמים ואלכוהול,שכרות,,5,$,$,-,-,-,$,$,-,-,$,$,-,$
